Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
31b55cf4-365d-b615-3e3c-0a66a0e80322,1965-01-06,,999-64-6020,S99938093,X34622774X,Mr.,Tristan353,Funk324,,,M,white,nonhispanic,M,Yarmouth  Massachusetts  US,521 Borer Fort Unit 51,Watertown,Massachusetts,Middlesex County,02472,42.418730550276116,-71.19023163797071,1572483.8374999992,2430.3224999999998
bbe24bbc-c54f-7561-078a-b1a354ca43d8,2002-07-30,,999-11-7727,S99954249,X84047845X,Ms.,Piedad413,Terry864,,,,white,nonhispanic,F,Ipswich  Massachusetts  US,619 Schaefer Park,Carver,Massachusetts,Plymouth County,,41.89518955442765,-70.72419168582182,646780.5769999999,157705.37299999996
3239a487-356f-3b1f-6bf3-1a0335cbb850,2007-02-22,,999-72-2446,S99934893,,Mr.,Shad704,Pacocha935,,,,white,nonhispanic,M,Woburn  Massachusetts  US,777 Rempel Common,Amherst,Massachusetts,Hampshire County,,42.39045806863005,-72.46309747661684,79462.19150000002,327601.63849999994
b71da21a-d423-bff8-0cf2-8619c0a88741,1993-11-14,,999-77-9318,S99969623,X68824034X,Mrs.,Marlin805,DuBuque211,,Tillman293,M,white,nonhispanic,F,Ipswich  Massachusetts  US,208 Hills Annex Apt 63,Westford,Massachusetts,Middlesex County,,42.612907394296435,-71.39389334521364,1414315.1275,33938.60249999999
4cd598b5-a3aa-a32b-8da2-e82d57f1f4be,1968-10-27,,999-23-2778,S99929693,X45557600X,Ms.,Evie333,Connelly992,,,S,white,nonhispanic,F,Paris  Ile-de-France  FR,998 Schneider Lane Suite 65,Bourne,Massachusetts,Barnstable County,02532,41.7329620221333,-70.61715942912168,2137084.7925,211194.96749999994
2abf00ca-09b2-ba6f-49ad-209111f3cb89,2004-02-16,,999-19-7347,S99959568,X9012141X,Mr.,Dong972,Armstrong51,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,1033 Hamill Spur Apt 71,Shrewsbury,Massachusetts,Worcester County,,42.24338646552083,-71.70118642305648,600268.9500000001,1035.12
a1ba7937-70d8-72cc-08c7-2eb51c2964c4,1977-08-26,,999-39-3394,S99918804,X72214323X,Mr.,Brenton674,Becker968,,,S,white,nonhispanic,M,Woburn  Massachusetts  US,529 Pacocha Green Apt 99,Pembroke,Massachusetts,Plymouth County,,42.111316005994304,-70.8521421342731,1205812.9625000001,1920.7575
f69c2457-979c-57a7-3902-36e39b85be72,1959-07-11,,999-27-6230,S99942425,X68892031X,Mrs.,Oscar384,West559,,Goldner995,M,asian,nonhispanic,F,Incheon  Incheon  KR,869 Windler Stravenue Suite 76,Reading,Massachusetts,Middlesex County,,42.520826818688285,-71.15810642263246,1913788.2285000007,86960.60149999999
3c143086-99e3-5206-a056-4033ab2ad29b,2002-02-20,,999-60-8058,S99954821,X74477681X,Mr.,Antwan357,Gerlach374,,,,white,nonhispanic,M,Medford  Massachusetts  US,758 Botsford Rue Suite 51,Brookline,Massachusetts,Norfolk County,02445,42.31229970749925,-71.18766861114267,608684.4199999999,3666.5999999999995
d0601aea-58de-aefe-dda7-b1405a0033a2,2014-05-22,,999-66-5033,,,,Rolando809,Ryan260,,,,white,nonhispanic,M,Agawam  Massachusetts  US,620 Bahringer Trafficway,Attleboro,Massachusetts,Bristol County,02861,41.92026319139171,-71.30847868704483,319518.3825,400.9274999999999
3b5a56c2-0fa1-92c5-9c77-5599bb115bc1,1921-04-28,1983-12-27,999-47-3977,S99942409,X59847366X,Mr.,Mitchell808,Borer986,,,M,white,nonhispanic,M,Oxford  Massachusetts  US,124 Emmerich Quay Apt 37,Barre,Massachusetts,Worcester County,,42.388953690778145,-72.15766102312604,1531520.2900000005,1278.7499999999995
e2c7dc63-711e-e3b7-36be-ca3c62f70f36,1965-06-02,1990-06-21,999-39-6219,S99925623,X64097309X,Mr.,Sang383,Collier206,,,,white,nonhispanic,M,Brockton  Massachusetts  US,332 Kulas Track Suite 4,Falmouth,Massachusetts,Barnstable County,02540,41.5457642974087,-70.58688181681006,706951.1425000001,578.3175
b086b509-0be5-a230-d330-06e6074f18c6,2005-06-02,,999-25-4981,S99991007,X54837803X,Ms.,Leticia253,Nieves278,,,,native,hispanic,F,Marigot  Saint Andrew Parish  DM,167 Hammes Ramp,Boston,Massachusetts,Suffolk County,02203,42.410138411868964,-71.01472131056825,68516.661,48576.55899999999
2ff0ab1f-5cd6-a25b-72c3-6ed2c0e4750f,1996-08-18,,999-12-1625,S99941236,X86150077X,Mrs.,Rosette746,Sporer811,,Tromp100,M,black,nonhispanic,F,Lancaster  Massachusetts  US,283 Hudson Underpass,Winthrop,Massachusetts,Suffolk County,,42.38708358717307,-70.95084397545888,840086.2775000001,260880.3025
9135de8d-e56a-56d0-4fc6-f72c92a65267,1967-07-15,,999-60-4078,S99949805,X53346149X,Ms.,Tommye961,Lang846,,,S,white,nonhispanic,F,Walpole  Massachusetts  US,890 Cartwright Ranch,Easton,Massachusetts,Bristol County,,42.06677994752244,-71.1054287395095,233809.4125,861448.8375000003
1062dfac-b9b8-0482-25a1-6e67a3a2b1ba,1979-01-26,,999-88-4854,S99994837,X45739286X,Mr.,Christoper325,Daugherty69,,,M,white,nonhispanic,M,Holden  Massachusetts  US,582 Luettgen Ferry,Brookfield,Massachusetts,Worcester County,,42.2300288776059,-72.10207518878462,150218.51750000002,57731.83250000001
d386732b-16fd-1307-e17c-5f6c8686f104,1995-08-13,,999-21-3314,S99950561,X40302576X,Mr.,Vernon254,Hoeger474,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,763 D'Amore Ferry Apt 3,Lawrence,Massachusetts,Essex County,01841,42.678859260824666,-71.14975241603197,97066.71800000001,38507.64199999999
fdac83ac-d78e-70b2-4b84-d802018463f1,2016-05-23,,999-78-5458,,,,Cliff504,Predovic534,,,,white,nonhispanic,M,Salem  Massachusetts  US,323 Simonis Bridge Unit 79,Weston,Massachusetts,Middlesex County,,42.35527494443137,-71.30204650137634,32101.883500000004,13145.7865
04c1d5fa-a485-3b50-5a5d-510d1ec2e7c9,1986-01-23,,999-96-4667,S99939168,X28032107X,Mr.,Lucio648,Koelpin146,,,S,white,nonhispanic,M,Fall River  Massachusetts  US,1014 Wintheiser Gate,Amherst,Massachusetts,Hampshire County,,42.39895000288339,-72.53107974181934,1027445.4500000002,0.0
52b37fa1-7f42-8a84-9c74-af12bb97444b,2006-06-10,,999-81-3764,S99936654,X76199857X,Mr.,Rocky100,Jerde200,,,,white,nonhispanic,M,Newton  Massachusetts  US,944 Lebsack Rue,Newbury,Massachusetts,Essex County,,42.721460485574916,-70.88210179855712,479636.255,3005.354999999999
93b7388f-122c-bbbf-39f1-37232326af7b,1965-06-02,,999-55-3223,S99948564,X60565813X,Mr.,Isiah14,Jacobs452,,,M,white,nonhispanic,M,Dennis  Massachusetts  US,736 Hilpert Haven,Falmouth,Massachusetts,Barnstable County,02540,41.546809623926535,-70.61611185190881,1532691.6750000007,35157.105
349be002-0bad-bc68-78c6-111a92719a1a,1921-04-28,1973-09-06,999-48-3661,S99968826,X49752801X,Mr.,David908,Kreiger457,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,110 Eichmann Alley,Barre,Massachusetts,Worcester County,01005,42.4054918713544,-72.08026389257041,1356270.45,1060.89
3439b3f5-51fe-34fa-a194-8c928b94e719,2000-08-16,,999-13-2778,S99927883,X35985131X,Ms.,Hortensia953,Cummings51,,,,white,nonhispanic,F,Holliston  Massachusetts  US,422 Donnelly Vista,Boston,Massachusetts,Suffolk County,02108,42.39575932182149,-71.07283687929518,1404614.9799999997,0.0
d6024a89-0cc0-6921-dcea-34eab9131951,1941-11-23,,999-38-7943,S99933673,X43263222X,Mrs.,Jennette837,Pagac496,,Wehner319,M,white,nonhispanic,F,Lowell  Massachusetts  US,681 Doyle Harbor,Westminster,Massachusetts,Worcester County,,42.578535247717774,-71.92509631879786,2362245.07,410886.20999999996
caa7db69-2eb6-2566-3b36-035f4c31755d,2001-05-02,,999-76-4655,S99941014,X46905348X,Mr.,Alton320,West559,,,,white,nonhispanic,M,Athol  Massachusetts  US,244 Willms Wynd Suite 44,Boston,Massachusetts,Suffolk County,02131,42.33733457150849,-70.96913807727294,82313.40300000002,77964.657
4b09b57f-f377-828e-eba2-9dffd77d54ae,2014-04-13,,999-54-3278,,,,Mike230,Terry864,,,,white,nonhispanic,M,Acushnet  Massachusetts  US,1083 Gulgowski Skyway,Acton,Massachusetts,Middlesex County,,42.52923824781024,-71.45198345539514,305550.73,0.0
a8232502-f0a6-37f3-c67a-27e6d0c92d0e,2014-04-05,,999-22-8465,,,,Chelsie189,Lakin515,,,,white,nonhispanic,F,Waltham  Massachusetts  US,206 Fahey Harbor,Boston,Massachusetts,Suffolk County,02121,42.29996903058795,-71.00927538446778,317968.03,0.0
bf456ad4-dd06-c014-b976-7448e5df59eb,1966-09-04,2024-08-21,999-27-8572,S99972750,X31569021X,Mrs.,Fredia307,Stroman228,,Reilly981,M,white,nonhispanic,F,Waltham  Massachusetts  US,118 Donnelly Gate Unit 15,Taunton,Massachusetts,Bristol County,,41.88485304951916,-71.15374532441908,2270661.3725000005,8163.127499999999
8aac98ef-9c5c-3856-6cad-28e91db34ff4,2006-05-05,,999-13-6260,S99939432,X48484666X,Ms.,Roma9,Beahan375,,,,white,nonhispanic,F,Lynn  Massachusetts  US,146 Kassulke Way Unit 22,North Amherst,Massachusetts,Hampshire County,01059,42.43924046653967,-72.54720574907508,516031.4324999999,6936.637500000001
6934d3da-bc80-811f-046f-235d7e656932,1965-10-21,,999-15-9923,S99967466,X6246362X,Mr.,Floyd420,Walsh511,,,S,white,nonhispanic,M,Needham  Massachusetts  US,1097 Crona Street,Boston,Massachusetts,Suffolk County,02136,42.3821104522702,-71.05853418896547,293804.89,0.0
c981b588-edbd-bb91-d280-218527a6d4d1,2001-07-27,,999-44-1435,S99999342,X28902868X,Mr.,Porter490,Pacocha935,,,,native,nonhispanic,M,Andover  Massachusetts  US,221 Kautzer Lodge,Amesbury,Massachusetts,Essex County,,42.87427868871277,-70.91663350934652,599690.645,4779.945
6bb0389a-049e-86de-2669-b63250440659,1972-11-20,,999-36-9940,S99952401,X53545270X,Mr.,Carmen818,Senger904,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,944 Roob Passage Suite 3,Barnstable,Massachusetts,Barnstable County,02668,41.57906282859608,-70.36251475909634,1171184.6475,307.3124999999998
ad11fb5b-7d02-7472-9475-f1716e722c9a,1921-04-28,2005-10-17,999-50-5551,S99913207,X46781387X,Mr.,Wm806,Klocko335,,,M,white,nonhispanic,M,Boston  Massachusetts  US,831 Torphy Forge Apt 83,Barre,Massachusetts,Worcester County,,42.44009275781532,-72.12471546627602,2159564.1424999996,591440.9075000001
65db4470-6389-4256-8415-6f16ced37d46,1920-08-20,,999-72-7468,S99990272,X30072928X,Mrs.,Soraya693,Luettgen772,,Goyette777,M,white,nonhispanic,F,Brookline  Massachusetts  US,321 Larkin Avenue Unit 83,Worcester,Massachusetts,Worcester County,01545,42.29163011581951,-71.81139934717197,3481786.538499999,171545.19150000004
78ec5cab-b7e9-b38a-65b4-cc27ceed50c4,1941-06-16,1944-06-28,999-67-9277,,,,Adena533,Hartmann983,,,,white,nonhispanic,F,Malden  Massachusetts  US,983 Kris Road,Southampton,Massachusetts,Hampshire County,,42.25762972488179,-72.77015176501969,74762.19750000001,10203.472499999998
3815b109-b59d-4b70-2309-410a934af4b0,2003-02-16,,999-56-1768,S99932456,X48616888X,Ms.,Karissa612,Boyle917,,,,white,nonhispanic,F,Northampton  Massachusetts  US,1029 Donnelly Burg Suite 61,Boston,Massachusetts,Suffolk County,02126,42.34815689233075,-71.03585719692146,652177.1950000001,27747.795000000002
73bde7fd-c4f8-e959-f11a-77208953a7f1,1962-08-11,,999-91-1553,S99917871,X15188841X,Ms.,Elisa944,Guerrero997,,,S,white,hispanic,F,Roseau  Saint George  DM,846 Yundt Harbor,Hinsdale,Massachusetts,Berkshire County,,42.446376765782,-73.10495973663696,1878564.901,431573.279
900618d6-d8f4-9275-0c2e-905aac31642f,1990-11-30,,999-94-9485,S99957019,X3865242X,Mr.,Shaun461,Stracke611,,,M,white,nonhispanic,M,Natick  Massachusetts  US,1002 Auer Well Apt 51,Mansfield,Massachusetts,Bristol County,,42.00757861912974,-71.183991306132,910414.1250000001,15453.434999999998
08af9d9c-3a2b-86e1-625d-184f48db9c86,2011-03-20,,999-79-7229,,,,Cyril535,Mertz280,,,,white,nonhispanic,M,Holyoke  Massachusetts  US,934 Pfannerstill Dale,Wayland,Massachusetts,Middlesex County,,42.36204120066903,-71.35683129341142,377362.135,732.3149999999999
5d6941b1-9934-da1c-1e58-2587d3de1767,1966-09-04,,999-21-4343,S99991320,X11528796X,Mrs.,Gertha313,Effertz744,,Parisian75,M,white,nonhispanic,F,Concord  Massachusetts  US,830 Gleason Drive,Taunton,Massachusetts,Bristol County,02718,41.89982885147545,-71.06330233161404,1900803.6515000002,251741.1985
7b8de5f5-1d50-7cd8-7c02-b26987a10e19,2023-06-02,,999-28-4849,,,,Stanton715,Bartoletti50,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,1020 Fadel Approach Apt 38,Plainville,Massachusetts,Norfolk County,,42.04277255880951,-71.35473858470003,85740.85,206.21999999999997
